,User ID,Vehicle Model,Battery Capacity (kWh),Charging Station ID,Charging Station Location,Charging Start Time,Charging End Time,Energy Consumed (kWh),Charging Duration (hours),Charging Rate (kW),Charging Cost (USD),Time of Day,Day of Week,State of Charge (Start %),State of Charge (End %),Distance Driven (since last charge) (km),Temperature (°C),Vehicle Age (years),Charger Type,User Type,Hour,Month,Year,Charging Duration,Duration_Hour,Duration_Rate,Hour_Rate
14,377,0,42.2,458,1,2024-01-01 14:00:00,2024-01-01 17:32:00,12.927545290947553,3.4218093378407497,3.658739233287043,18.552815677456245,0,1,71.68354383511853,63.70663794066834,155.36060543681995,39.50544568765913,4.0,1,0,14,1,2024,3.533333333333333,49.46666666666667,12.927545290947553,51.222349266018604
15,388,3,40.0,48,2,2024-01-01 15:00:00,2024-01-01 17:19:00,27.354317884610715,2.703286127534274,11.807619230767214,33.093492711055774,1,1,10.677153729384765,72.40347015226732,247.6594369214761,-8.30213689912669,1.5352340877952697,0,2,15,1,2024,2.316666666666667,34.75,27.354317884610715,177.1142884615082
16,399,0,42.2,102,3,2024-01-01 16:00:00,2024-01-01 18:02:00,24.726937680708804,3.4586802787724484,12.160789023299413,17.49480846107398,1,4,67.59197091077596,89.94222936485875,237.3064209427689,4.41532961880046,7.0,0,1,16,1,2024,2.033333333333333,32.53333333333333,24.726937680708804,194.5726243727906
17,410,2,50.0,1,0,2024-01-01 17:00:00,2024-01-01 20:13:00,23.824040473705303,0.8482182678183041,7.4064374529653785,6.430589211997161,1,0,57.59519511951953,74.96195034708379,22.00682916343814,18.40570905025936,6.0,2,0,17,1,2024,3.216666666666667,54.68333333333334,23.824040473705303,125.90943670041143
18,421,4,66.0,345,3,2024-01-01 18:00:00,2024-01-01 21:03:00,42.63801819167288,0.8075321582617996,13.979678095630453,25.0787937101842,1,2,55.51705087402344,52.7134886858277,280.8620709755801,37.430356532255,0.0,1,2,18,1,2024,3.05,54.9,42.63801819167288,251.63420572134814
19,433,0,42.2,26,2,2024-01-01 19:00:00,2024-01-01 20:22:00,48.48248430757049,2.5809253540076567,35.4749885177345,7.090844200594135,2,6,12.754877571721774,116.0956568894014,243.25576946966927,9.202409891916812,3.0,2,2,19,1,2024,1.3666666666666667,25.96666666666667,48.48248430757049,674.0247818369555
20,444,3,40.0,443,2,2024-01-01 20:00:00,2024-01-01 22:54:00,50.27906667357191,3.16887289218907,17.33760919778342,28.872894608008124,3,5,16.545512365179043,77.93632713949575,15.420444595980063,33.980310103059054,3.0,2,0,20,1,2024,2.9,58.0,50.27906667357191,346.7521839556684
21,455,2,50.0,397,3,2024-01-01 21:00:00,2024-01-01 22:55:00,59.1350316162392,2.9317614950957465,30.85305997369002,34.85323440188442,1,3,71.5303121297424,75.97435158703122,219.6263569214341,-2.755069331695,5.0,1,1,21,1,2024,1.9166666666666667,40.25,59.1350316162392,647.9142594474904
22,466,0,42.2,42,0,2024-01-01 22:00:00,2024-01-02 01:02:00,49.19642958971384,2.5628173042684104,16.218603161444122,14.856131218606723,0,2,49.02423910950519,64.48187393759193,298.18812231836336,39.95893731677202,4.257936702758294,0,2,22,1,2024,3.033333333333333,66.73333333333333,49.19642958971384,356.8092695517707
23,477,4,66.0,231,3,2024-01-01 23:00:00,2024-01-01 23:31:00,68.44712632026376,2.0714292092234388,132.47830900696212,38.40606169605943,2,0,19.23313912730544,74.00615088095063,280.91546822652094,3.580839953900103,5.0,0,1,23,1,2024,0.5166666666666667,11.883333333333335,68.44712632026376,3047.001107160129
24,488,4,66.0,52,1,2024-01-02 00:00:00,2024-01-02 01:55:00,27.60438468247694,0.9571376601264636,14.40228766042275,24.03753468851581,2,6,65.48688658113335,65.35209627449626,173.47152650529225,35.977821918048456,4.0,1,2,0,1,2024,1.9166666666666667,0.0,27.60438468247694,0.0
25,499,1,65.0,194,4,2024-01-02 01:00:00,2024-01-02 03:42:00,40.178003499947216,3.604173535372616,14.880742037017487,38.76319382514176,2,2,80.34408372714871,79.99556313119572,82.75461394014503,21.53684396835515,1.0,0,1,1,1,2024,2.7,2.7,40.178003499947216,14.880742037017487
26,510,1,65.0,268,1,2024-01-02 02:00:00,2024-01-02 02:33:00,43.487751224792326,3.652540335433942,79.06863859053149,27.44831088430594,0,4,88.74847907153811,87.82402899882813,80.91266512306521,29.872209873061493,0.3612151658030595,1,1,2,1,2024,0.55,1.1,43.487751224792326,158.13727718106298
27,521,3,40.0,247,4,2024-01-02 03:00:00,2024-01-02 06:13:00,10.338517723856468,1.547713717696371,3.214046960784394,9.855826892937216,3,3,98.3327953116332,94.50485176968456,162.6865443608225,5.504758728380647,0.0,1,2,3,1,2024,3.216666666666667,9.65,10.338517723856468,9.642140882353182
28,532,0,42.2,30,2,2024-01-02 04:00:00,2024-01-02 04:35:00,31.68448458657448,2.4396779381538938,54.31625929127053,25.617103995808733,0,0,34.72763909597674,54.40205038521579,152.25986699080715,20.37856231027433,3.0,2,0,4,1,2024,0.5833333333333334,2.3333333333333335,31.68448458657448,217.26503716508213
29,544,0,42.2,349,0,2024-01-02 05:00:00,2024-01-02 07:58:00,56.59325685914933,3.153257254972797,19.076378716567188,33.13209178024766,0,0,29.207671702279008,85.00810624066354,186.15573210131024,12.333415373869066,0.0,0,0,5,1,2024,2.966666666666667,14.833333333333334,56.59325685914933,95.38189358283594
30,555,1,65.0,143,3,2024-01-02 06:00:00,2024-01-02 09:54:00,19.473800595427143,1.435532787267766,4.993282203955678,36.945272915195176,0,6,31.320786979519863,78.05665281794616,152.25986699080715,8.352906076534808,2.0,0,0,6,1,2024,3.9,23.4,19.473800595427143,29.959693223734067
31,566,0,42.2,418,0,2024-01-02 07:00:00,2024-01-02 09:27:00,38.28919933554271,2.0076640542660726,15.628244626752126,17.011782945517666,1,6,75.6447784790562,65.61730718592959,238.9093109631085,2.273162900972052,6.0,1,1,7,1,2024,2.45,17.150000000000002,38.28919933554271,109.39771238726489
32,577,0,42.2,100,3,2024-01-02 08:00:00,2024-01-02 09:58:00,16.136238725396332,1.306927271746284,8.20486714850661,26.438194237490425,1,1,23.603991432132744,88.2000728013921,35.50388319357353,39.38401391534167,1.0,2,0,8,1,2024,1.9666666666666666,15.733333333333333,16.136238725396332,65.63893718805288
33,588,4,66.0,115,1,2024-01-02 09:00:00,2024-01-02 12:03:00,60.06708508895625,0.9991001884039166,19.69412625867418,18.034390040505443,0,1,22.881466625938916,51.43427868199236,46.35755886056615,13.991597483206988,1.0,2,0,9,1,2024,3.05,27.45,60.06708508895625,177.24713632806763
34,599,1,65.0,313,1,2024-01-02 10:00:00,2024-01-02 13:32:00,57.72437946101146,1.8735815970397776,16.337088526701358,35.50300017025295,0,0,41.87247964240577,79.64797277486439,157.61465400806637,28.429807376567297,1.8091728675018728,0,2,10,1,2024,3.533333333333333,35.33333333333333,57.72437946101146,163.3708852670136
35,610,2,50.0,300,3,2024-01-02 11:00:00,2024-01-02 14:16:00,37.37451606078376,2.8916769844807484,11.441178385954213,29.86624992587584,1,5,24.49220858439769,73.38017572592224,76.20353921863803,59.931973865971024,4.0,1,1,11,1,2024,3.2666666666666666,35.93333333333333,37.37451606078376,125.85296224549634
36,621,1,65.0,361,0,2024-01-02 12:00:00,2024-01-02 15:10:00,39.940563619980615,3.470003433537161,12.612809564204406,15.85532743055342,1,4,85.85755579960261,50.403654740892144,102.43030218211146,31.46130901681466,1.0,0,0,12,1,2024,3.1666666666666665,38.0,39.940563619980615,151.35371477045288
37,632,2,50.0,459,3,2024-01-02 13:00:00,2024-01-02 13:43:00,73.38661952275571,1.0404523051899732,102.39993421779866,15.882703983823514,3,6,49.27538752823665,94.59708190417813,42.09574394400221,33.92957037271362,6.0,0,2,13,1,2024,0.7166666666666667,9.316666666666666,73.38661952275571,1331.1991448313825
38,643,4,66.0,184,2,2024-01-02 14:00:00,2024-01-02 15:25:00,61.52075986084904,1.2804107080349374,43.426418725305204,26.50571298106416,0,1,87.98462138000619,79.3884433831648,141.24375349788664,5.761050673536548,7.0,2,1,14,1,2024,1.4166666666666667,19.833333333333336,61.52075986084904,607.9698621542728
39,655,3,40.0,134,1,2024-01-02 15:00:00,2024-01-02 16:50:00,68.17785003637414,3.2424460582484915,37.187918201658626,8.498571936835022,2,4,17.040420024456118,56.07865100803714,130.37601376208403,-3.191455365646359,2.0,2,2,15,1,2024,1.8333333333333333,27.5,68.17785003637414,557.8187730248794
40,666,0,42.2,321,2,2024-01-02 16:00:00,2024-01-02 18:58:00,67.51805822343026,1.9623405401552507,22.758896030369748,29.222361949491813,3,3,80.86258863357027,62.52531776559165,119.63099233488512,35.233158486596466,1.9692327223244,2,0,16,1,2024,2.966666666666667,47.46666666666667,67.51805822343026,364.14233648591596
41,677,4,66.0,373,1,2024-01-02 17:00:00,2024-01-02 18:15:00,39.398742356080696,2.3977153605176023,31.518993884864557,26.619717748813557,2,2,28.252298260726327,96.287092238838,111.01653950164392,19.78108389153856,2.941663235080507,2,1,17,1,2024,1.25,21.25,39.398742356080696,535.8228960426975
42,688,0,42.2,301,1,2024-01-02 18:00:00,2024-01-02 20:53:00,12.049319706245154,1.373881357931789,4.1789548114145045,32.04209859904496,3,2,36.636852158024986,66.97610432369274,83.24522142563875,39.41613092437325,4.0,1,1,18,1,2024,2.8833333333333333,51.9,12.049319706245155,75.22118660546109
43,699,3,40.0,241,4,2024-01-02 19:00:00,2024-01-02 19:45:00,77.0536063752363,3.030202685230273,102.7381418336484,6.364629693637992,0,0,15.144122471302746,84.3423268685863,144.01398119262163,22.069470800563764,1.0,0,0,19,1,2024,0.75,14.25,77.0536063752363,1952.0246948393196
44,710,3,40.0,351,2,2024-01-02 20:00:00,2024-01-02 22:29:00,42.69140537961698,3.296056589144087,19.386100558795498,30.037968888365,2,6,15.220938965012722,132.95201054959608,49.384266364222384,32.01457653994244,3.680052855954801,2,2,20,1,2024,2.4833333333333334,49.66666666666667,42.69140537961698,175.2827403753576
45,721,4,66.0,174,2,2024-01-02 21:00:00,2024-01-02 22:53:00,46.80719594482398,3.877992452581901,24.853378377782644,10.608875787751984,1,2,49.29876550655081,90.97067522699976,210.17109719106028,-0.0390790306437483,1.0,0,1,21,1,2024,1.8833333333333333,39.55,46.80719594482398,521.9209459334355
46,732,3,40.0,188,4,2024-01-02 22:00:00,2024-01-03 01:06:00,67.47546614008147,2.1051170788531968,21.766279400026278,19.03070021272089,3,3,63.035941874368895,81.75095350359373,97.4539049287794,3.194124642496231,5.0,1,1,22,1,2024,3.1,68.2,67.47546614008147,478.8581468005781
47,743,2,50.0,459,0,2024-01-02 23:00:00,2024-01-02 23:37:00,30.710934027103814,1.6336686079712066,49.80151463854672,18.131831711875755,2,6,76.12005335845825,76.68243090588436,18.93451548845076,27.895176779200867,0.0,2,1,23,1,2024,0.6166666666666667,14.183333333333334,30.71093402710381,1145.4348366865745
48,754,3,40.0,375,2,2024-01-03 00:00:00,2024-01-03 01:57:00,42.69140537961698,1.743435263200667,19.386100558795498,13.112873665958404,3,1,77.80942281830983,87.94811448093188,212.9403418082668,-4.446670670320875,1.0,1,0,0,1,2024,1.95,0.0,42.69140537961698,175.2827403753576
49,766,0,42.2,267,3,2024-01-03 01:00:00,2024-01-03 03:40:00,8.713190575944605,2.2095428234972503,3.267446465979227,9.644101413904608,0,2,27.196196012553663,86.89391764029943,170.47505412270155,5.37807958403098,6.0,2,2,1,1,2024,2.6666666666666665,2.6666666666666665,8.713190575944605,3.267446465979227
50,777,0,42.2,10,4,2024-01-03 02:00:00,2024-01-03 02:48:00,9.06588081544948,0.5123781829612861,11.332351019311849,24.50189331007889,2,5,13.873858113381532,93.62842306259267,226.2193631647091,30.69198380180764,2.6163324827383008,0,0,2,1,2024,0.8,1.6,9.06588081544948,22.664702038623698
51,788,0,42.2,415,2,2024-01-03 03:00:00,2024-01-03 05:06:00,58.73397361690925,1.88926151834522,27.968558865194883,28.10231005717249,2,2,83.86192690828396,71.37448250923295,57.38072425225101,1.941105156484872,3.0,1,1,3,1,2024,2.1,6.300000000000001,58.73397361690925,83.90567659558465
52,799,0,42.2,94,0,2024-01-03 04:00:00,2024-01-03 05:35:00,65.98624912728606,3.3138023577161824,41.67552576460172,18.84961040539716,2,6,17.38966714207173,73.4380396237612,234.9966615729484,-7.719425911074026,0.0,2,2,4,1,2024,1.5833333333333333,6.333333333333333,65.98624912728606,166.7021030584069
53,810,2,50.0,123,2,2024-01-03 05:00:00,2024-01-03 06:48:00,74.99970643372605,1.9113031543827848,41.66650357429225,34.08661865816688,3,5,87.28930579942039,80.41641729522466,51.82835201742095,17.805383646122152,5.0,0,2,5,1,2024,1.8,9.0,74.99970643372605,208.33251787146125
54,821,1,65.0,87,1,2024-01-03 06:00:00,2024-01-03 07:55:00,17.769436409407696,3.3140797633169585,9.271010300560537,9.798498137959154,1,4,27.69749248619649,70.51026724863107,166.3114629994677,19.703359179359488,4.0,0,0,6,1,2024,1.9166666666666667,11.5,17.769436409407696,55.62606180336322
55,832,4,66.0,429,3,2024-01-03 07:00:00,2024-01-03 09:33:00,50.26893407436542,1.6783584198879236,19.713307480143303,38.94193996256931,1,2,13.48827068689701,82.69521185847714,133.99209364319893,3.0428293410416227,0.0,0,0,7,1,2024,2.55,17.849999999999998,50.26893407436542,137.99315236100313
56,843,0,42.2,221,4,2024-01-03 08:00:00,2024-01-03 11:51:00,76.45046498743068,3.873449980578508,19.857263633098878,30.192234438786446,1,6,63.67446343632872,55.389776083986256,191.93791499432749,10.424645029884408,2.0,2,1,8,1,2024,3.85,30.8,76.45046498743068,158.85810906479102
57,854,3,40.0,32,1,2024-01-03 09:00:00,2024-01-03 12:59:00,77.86372676031044,0.9179022472670976,19.547379103006804,28.30319111612704,0,2,56.91742176324378,57.46568225034442,129.3894111090679,38.46677944602198,3.0,0,0,9,1,2024,3.9833333333333334,35.85,77.86372676031044,175.92641192706122
58,865,0,42.2,415,0,2024-01-03 10:00:00,2024-01-03 12:59:00,21.89299267514347,1.285283896923329,7.338433298930773,8.637821690612405,2,2,80.22553380560572,64.66736188293022,148.41561166314776,5.073167724155329,7.0,0,0,10,1,2024,2.9833333333333334,29.833333333333336,21.89299267514347,73.38433298930772
59,877,3,40.0,286,1,2024-01-03 11:00:00,2024-01-03 12:15:00,71.28000416235402,2.413754936898993,57.024003329883215,6.744728812226459,1,6,26.156597950855197,89.92458852765273,140.46521317115082,33.05773080632935,5.0,2,0,11,1,2024,1.25,13.75,71.28000416235402,627.2640366287153
60,888,3,40.0,459,1,2024-01-03 12:00:00,2024-01-03 14:22:00,21.82768817738645,2.082100007126398,9.2229668355154,36.06804149617966,1,5,33.255985091753644,51.50113226723436,48.044387156223145,38.65644395728205,7.0,1,0,12,1,2024,2.3666666666666667,28.4,21.82768817738645,110.6756020261848
61,899,0,42.2,242,0,2024-01-03 13:00:00,2024-01-03 15:00:00,62.723162291274086,2.117893349954352,31.361581145637043,30.04444235282833,2,1,82.84418006572773,72.83328568716698,282.9423217735824,32.852732623649764,7.0,0,0,13,1,2024,2.0,26.0,62.723162291274086,407.70055489328155
62,910,2,50.0,449,1,2024-01-03 14:00:00,2024-01-03 16:50:00,46.1951370011332,0.6505075790560018,16.304166000399952,30.86418085784876,0,3,53.00518532661712,59.90164627311141,25.02725725569419,6.17125670947679,1.0,2,1,14,1,2024,2.8333333333333335,39.66666666666667,46.195137001133205,228.25832400559932
63,921,3,40.0,199,4,2024-01-03 15:00:00,2024-01-03 16:02:00,29.34565985727085,2.482090675316866,28.399025668326626,24.64975872994209,3,2,85.33141901899155,67.47790562555141,127.02180106032571,34.06193919136979,0.0,1,2,15,1,2024,1.0333333333333334,15.500000000000002,29.34565985727085,425.9853850248994
64,932,3,40.0,19,2,2024-01-03 16:00:00,2024-01-03 18:42:00,76.93342189972203,2.1234202003251825,28.49385996286001,34.22830190454739,3,0,27.1746153338806,92.14463369734484,295.8937220745894,7.9416880917232575,2.5918513275137545,0,0,16,1,2024,2.7,43.2,76.93342189972203,455.9017594057602
65,943,0,42.2,111,1,2024-01-03 17:00:00,2024-01-03 18:46:00,59.25460166411963,1.2796206959579637,33.54034056459602,12.220438303566691,3,4,77.03697398688679,91.82927487145972,167.29757277309406,35.27145068625696,7.0,2,2,17,1,2024,1.7666666666666666,30.03333333333333,59.25460166411964,570.1857895981324
66,954,3,40.0,240,4,2024-01-03 18:00:00,2024-01-03 21:04:00,37.06292777850246,1.6090994326029475,12.08573731907689,37.87533457659361,2,6,7.520444726979813,67.79787265012489,98.14598101957088,16.483705935041975,2.0,2,2,18,1,2024,3.066666666666667,55.2,37.06292777850246,217.543271743384
67,965,3,40.0,323,2,2024-01-03 19:00:00,2024-01-03 21:30:00,67.69516175123809,0.8575824648349768,27.078064700495236,13.775619212920864,0,2,22.48839981099202,86.77766611416524,81.28450037675881,-7.332648303750763,6.0,0,0,19,1,2024,2.5,47.5,67.69516175123809,514.4832293094095
68,976,0,42.2,56,2,2024-01-03 20:00:00,2024-01-03 22:37:00,16.41401693253662,1.702974822474663,6.272872713071319,21.667786643873225,2,3,36.950283611109775,77.13616493524884,188.47148981831265,18.53871081800196,7.0,1,0,20,1,2024,2.6166666666666667,52.333333333333336,16.41401693253662,125.45745426142638
69,988,0,42.2,256,1,2024-01-03 21:00:00,2024-01-03 22:47:00,67.00568214318923,3.608030961009233,37.57327970646125,14.42396639096435,3,1,57.677660751028775,57.11286224854077,276.3684303122313,-2.7249027658978378,4.122767456931069,1,2,21,1,2024,1.7833333333333334,37.45,67.00568214318923,789.0388738356862
70,999,4,66.0,440,4,2024-01-03 22:00:00,2024-01-04 01:01:00,70.61729259484447,3.2801429687726915,23.409047269009218,15.470777907245134,1,6,86.22602519571817,57.969655423091886,23.00399874929624,34.847907975386214,2.7713464837060098,1,1,22,1,2024,3.0166666666666666,66.36666666666666,70.61729259484447,514.9990399182028
71,1010,2,50.0,427,1,2024-01-03 23:00:00,2024-01-04 00:36:00,61.13047583037784,0.947277208902377,38.20654739398615,37.14898172847161,1,2,34.89904374917877,92.355661174546,58.85531551787028,7.662649708995332,1.0,0,2,23,1,2024,1.6,36.800000000000004,61.13047583037784,878.7505900616815
72,1021,2,50.0,250,0,2024-01-04 00:00:00,2024-01-04 02:24:00,22.88203842151127,1.5694707135750048,9.534182675629697,10.709582024361996,1,4,15.67448546968074,96.59770241767578,98.47402709278698,19.21316448676773,3.0,0,1,0,1,2024,2.4,0.0,22.88203842151127,0.0
73,1032,3,40.0,323,2,2024-01-04 01:00:00,2024-01-04 02:32:00,12.894887186031896,0.5815047780490367,8.409709034368628,15.197334165353636,3,0,31.54918220388392,97.46254098173988,183.1712811493433,28.637604322914584,2.0,1,2,1,1,2024,1.5333333333333334,1.5333333333333334,12.894887186031898,8.409709034368628
74,1043,2,50.0,246,1,2024-01-04 02:00:00,2024-01-04 04:22:00,69.16916705566726,2.285242161327478,29.22640861507067,20.76646440802641,0,6,41.089044871443264,74.39951852877809,276.57481915586186,20.014324466284243,4.0,1,0,2,1,2024,2.3666666666666667,4.733333333333333,69.16916705566726,58.45281723014134
75,1054,3,40.0,459,2,2024-01-04 03:00:00,2024-01-04 05:03:00,42.69140537961698,3.520690375905822,19.386100558795498,24.79072323320694,3,2,51.28140347341039,93.19846283246213,171.89615323236094,-5.275727979646041,4.0,1,1,3,1,2024,2.05,6.1499999999999995,42.69140537961698,175.2827403753576
76,1065,4,66.0,70,4,2024-01-04 04:00:00,2024-01-04 05:17:00,49.2788373994772,3.865136106678535,38.3990940775147,39.93168076046508,2,5,86.32698824285714,75.50151044016273,246.3443697107785,30.082058806726685,0.0,1,2,4,1,2024,1.2833333333333334,5.133333333333334,49.2788373994772,153.5963763100588
77,1076,0,42.2,70,3,2024-01-04 05:00:00,2024-01-04 08:40:00,31.218889683829406,3.340997592022919,8.514242641044383,17.60489531315022,0,1,39.51761676284298,71.27176463552543,242.48556290631956,39.83142977123109,3.0,2,1,5,1,2024,3.6666666666666665,18.333333333333332,31.218889683829403,42.571213205221916
78,1087,0,42.2,53,1,2024-01-04 06:00:00,2024-01-04 09:55:00,30.651699818598622,1.0288186666188504,7.825965911131563,39.322054380129146,1,0,38.12132999285809,81.19721083979802,12.149516678078117,-4.932743443178868,1.0,0,0,6,1,2024,3.9166666666666665,23.5,30.651699818598622,46.95579546678938
79,1099,0,42.2,432,1,2024-01-04 07:00:00,2024-01-04 07:41:00,59.9864767329939,3.729365399834844,87.78508790194229,15.683016562744246,0,6,88.09676846371462,96.1305685919979,281.763740323611,15.060622448535312,0.0,1,1,7,1,2024,0.6833333333333333,4.783333333333333,59.9864767329939,614.4956153135961
80,1110,2,50.0,204,2,2024-01-04 08:00:00,2024-01-04 11:05:00,51.67374779364138,0.6917553642371982,16.759053338478285,18.01181177893121,0,2,55.07217407784221,62.93578010941694,222.2746666893461,2.5542438030517296,7.0,2,0,8,1,2024,3.0833333333333335,24.666666666666668,51.67374779364138,134.07242670782628
81,1121,4,66.0,219,4,2024-01-04 09:00:00,2024-01-04 12:21:00,35.9072426531086,2.7255608456585247,10.718579896450327,19.2835226965972,3,0,48.88762425560186,43.05075612226932,93.85786768644309,33.076751459606555,6.0,1,0,9,1,2024,3.35,30.150000000000002,35.9072426531086,96.46721906805294
82,1132,2,50.0,224,0,2024-01-04 10:00:00,2024-01-04 13:20:00,41.60783353260332,0.8070687454194462,12.482350059780996,29.532932865621344,0,5,54.997649082294174,97.26161624347915,94.645250164602,17.737387789603858,3.0,1,1,10,1,2024,3.3333333333333335,33.333333333333336,41.60783353260332,124.82350059780997
83,1143,2,50.0,193,4,2024-01-04 11:00:00,2024-01-04 13:54:00,32.83295683246542,3.4086383448749484,11.321709252574284,39.67482338466678,3,6,26.654722048049937,63.71062691853387,279.8982720475401,5.803389498206,1.0,2,0,11,1,2024,2.9,31.9,32.83295683246542,124.53880177831712
84,1154,4,66.0,444,1,2024-01-04 12:00:00,2024-01-04 13:09:00,57.92445004054599,1.261117292569857,50.36908699177913,19.81732290839241,2,0,49.87203405296153,54.26143302124692,64.13545483676491,1.8254496871976087,1.0,1,0,12,1,2024,1.15,13.799999999999999,57.92445004054599,604.4290439013496
85,1165,4,66.0,341,0,2024-01-04 13:00:00,2024-01-04 16:26:00,21.65616411567424,1.8944268875741128,6.307620616215798,18.02550998683417,0,6,78.43462826424621,97.7254403635819,170.55772537142218,10.401511433472187,3.0,1,0,13,1,2024,3.433333333333333,44.63333333333333,21.65616411567424,81.99906801080537
86,1176,4,66.0,301,4,2024-01-04 14:00:00,2024-01-04 15:54:00,41.01058174547109,3.3669557754635044,21.584516708142683,18.06652173487606,0,6,73.62283683904118,83.05427335844938,103.7883061403116,-4.572249344016912,3.0,2,1,14,1,2024,1.9,26.599999999999998,41.01058174547109,302.1832339139976
87,1187,4,66.0,6,3,2024-01-04 15:00:00,2024-01-04 16:26:00,79.81869447094793,2.6064796291623145,55.68746125880088,35.97131697104875,0,0,86.11175650087344,69.39563151935643,274.02065391535655,10.69221008986976,2.0,2,0,15,1,2024,1.4333333333333333,21.5,79.81869447094793,835.3119188820132
